image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g,sum_check,total_match,difference,Month,Season
train/ID1337107565.jpg,2015-08-21,WA,Clover,0.39,1.0,10.04,0.0,0.0,10.04,10.04,10.04,True,0.0,8,Winter
train/ID1343327476.jpg,2015-08-14,Vic,Phalaris_Clover,0.71,5.0,3.1429,3.1429,37.7143,44.0,40.8571,44.0001,False,0.00010000000000331966,8,Winter
train/ID1345375788.jpg,2015-06-26,Tas,Ryegrass_Clover,0.6,3.0,2.3762,7.7226,8.7127,18.8115,11.0889,18.811500000000002,True,3.552713678800501e-15,6,Winter
train/ID135365668.jpg,2015-06-26,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,2.4,1.8667,17.3333,21.6,19.7333,21.6,True,0.0,6,Winter
train/ID1354190372.jpg,2015-11-10,Tas,Ryegrass_Clover,0.67,3.0,11.2565,6.5255,10.6039,28.3859,21.8604,28.3859,True,0.0,11,Spring
train/ID1357758282.jpg,2015-01-15,NSW,Lucerne,0.77,62.0,0.0,4.8,107.3,112.1,107.3,112.1,True,0.0,1,Summer
train/ID1357768767.jpg,2015-02-25,NSW,Fescue,0.68,15.0,0.0,5.4497,104.1503,109.6,104.1503,109.6,True,0.0,2,Summer
train/ID1370004842.jpg,2015-10-06,NSW,Fescue,0.55,9.6667,0.0,21.9986,55.8014,77.8,55.8014,77.8,True,0.0,10,Spring
train/ID1374789439.jpg,2015-07-01,Vic,Phalaris_Clover,0.74,4.0,1.3556,1.3556,21.6889,24.4,23.0444,24.400100000000002,False,0.00010000000000331966,7,Winter
train/ID1385921939.jpg,2015-05-07,NSW,Lucerne,0.79,32.0,0.0,6.8243,43.6757,50.5,43.6757,50.5,True,0.0,5,Autumn
train/ID1386202352.jpg,2015-05-19,Tas,Ryegrass_Clover,0.86,5.0,0.0,12.1549,35.0834,47.2383,35.0834,47.238299999999995,True,7.105427357601002e-15,5,Autumn
train/ID1395011773.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.52,3.2,10.0895,11.9667,13.8438,35.9,23.9333,35.9,True,0.0,10,Spring
train/ID1403078396.jpg,2015-09-04,Tas,Clover,0.42,2.3333,5.3,8.3,1.5,15.1,6.8,15.100000000000001,True,1.7763568394002505e-15,9,Spring
train/ID1403107574.jpg,2015-08-21,WA,Clover,0.54,1.0,22.69,0.0,0.0,22.69,22.69,22.69,True,0.0,8,Winter
train/ID1411613934.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.49,3.3,6.8937,17.8286,16.8777,41.6,23.7714,41.6,True,0.0,10,Spring
train/ID141370843.jpg,2015-08-14,Vic,Ryegrass_Clover,0.72,4.0,5.6182,5.6182,19.6636,30.9,25.2818,30.9,True,0.0,8,Winter
train/ID1413758094.jpg,2015-09-04,Tas,Ryegrass_Clover,0.54,5.0,0.8746,46.0532,17.5601,64.4879,18.4347,64.4879,True,0.0,9,Spring
train/ID1414371018.jpg,2015-11-10,Tas,Ryegrass_Clover,0.72,3.1667,14.7281,6.1901,12.3801,33.2982,27.1082,33.2983,False,9.999999999621423e-05,11,Spring
train/ID1415329644.jpg,2015-04-01,NSW,Lucerne,0.83,38.0,0.0,0.0,63.3,63.3,63.3,63.3,True,0.0,4,Autumn
train/ID1421714468.jpg,2015-09-04,Tas,Ryegrass_Clover,0.85,4.5,0.0,36.581,26.6001,63.1811,26.6,63.1811,True,0.0,9,Spring
train/ID142751858.jpg,2015-09-29,Vic,Ryegrass_Clover,0.81,5.0,15.3953,2.417,33.2077,51.02,48.603,51.02,True,0.0,9,Spring
train/ID1428837636.jpg,2015-06-29,Tas,WhiteClover,0.7,3.0,10.1663,19.1366,3.8871,33.1901,14.0535,33.19,False,0.00010000000000331966,6,Winter
train/ID1437386574.jpg,2015-09-30,Vic,Phalaris_Clover,0.75,6.0,5.0001,3.7122,44.1677,52.88,49.1678,52.88,True,0.0,9,Spring
train/ID1444674500.jpg,2015-07-08,WA,Clover,0.43,1.0,11.64,0.0,3.5,15.14,15.14,15.14,True,0.0,7,Winter
train/ID1450399782.jpg,2015-09-11,Tas,Ryegrass,0.86,5.8333,0.1901,19.082,38.202,57.4741,38.3921,57.4741,True,0.0,9,Spring
train/ID1451025862.jpg,2015-11-10,Tas,Ryegrass_Clover,0.53,2.8333,5.3,4.3,6.9,16.5,12.2,16.5,True,0.0,11,Spring
train/ID1456861072.jpg,2015-06-26,Tas,Ryegrass_Clover,0.37,1.0,0.4,6.0,1.0,7.4,1.4,7.4,True,0.0,6,Winter
train/ID1457700382.jpg,2015-04-01,NSW,Lucerne,0.7,30.0,0.0,0.0,24.8,24.8,24.8,24.8,True,0.0,4,Autumn
train/ID1458758610.jpg,2015-10-06,NSW,Fescue,0.49,9.3333,0.0,50.2255,52.4745,102.7,52.4745,102.69999999999999,True,1.4210854715202004e-14,10,Spring
train/ID1463690813.jpg,2015-04-01,NSW,Lucerne,0.84,35.0,0.0,0.0,58.2,58.2,58.2,58.2,True,0.0,4,Autumn
train/ID146920896.jpg,2015-05-19,Tas,Ryegrass_Clover,0.36,2.0,0.5,0.4,6.6,7.5,7.1,7.5,True,0.0,5,Autumn
train/ID1471216911.jpg,2015-09-30,Vic,Phalaris_Clover,0.85,16.0,67.8977,11.4857,28.8667,108.25,96.7643,108.2501,False,0.00010000000000331966,9,Spring
train/ID1472525822.jpg,2015-01-15,NSW,Fescue_CrumbWeed,0.7,7.0,0.0,16.4891,30.3109,46.8,30.3109,46.8,True,0.0,1,Summer
train/ID1473228876.jpg,2015-01-15,NSW,Fescue_CrumbWeed,0.72,8.0,0.0,10.0135,28.0865,38.1,28.0865,38.1,True,0.0,1,Summer
train/ID1474775613.jpg,2015-05-18,Tas,Ryegrass,0.86,10.0,0.0,5.3604,44.3447,49.7051,44.3447,49.7051,True,0.0,5,Autumn
train/ID147528735.jpg,2015-01-15,NSW,Lucerne,0.74,52.0,0.0,3.0,53.5,56.5,53.5,56.5,True,0.0,1,Summer
train/ID1476045099.jpg,2015-08-14,Vic,Ryegrass_Clover,0.77,4.0,6.7778,3.3889,20.3333,30.5,27.1111,30.5,True,0.0,8,Winter
train/ID1477176296.jpg,2015-08-14,Vic,Ryegrass_Clover,0.77,4.0,1.8308,1.8308,20.1385,23.8,21.9692,23.8001,False,9.999999999976694e-05,8,Winter
train/ID1488408526.jpg,2015-02-25,NSW,Fescue,0.48,6.0,0.0,9.8969,28.5031,38.4,28.5031,38.4,True,0.0,2,Summer
train/ID1496750796.jpg,2015-08-14,Vic,Ryegrass_Clover,0.68,2.0,1.7727,5.3182,12.4091,19.5,14.1818,19.5,True,0.0,8,Winter
train/ID1498398599.jpg,2015-09-04,Tas,Clover,0.36,2.1667,11.0375,5.6471,1.2834,17.9681,12.321,17.968,False,9.999999999976694e-05,9,Spring
train/ID1509266870.jpg,2015-08-14,Vic,Ryegrass_Clover,0.77,4.0,2.775,2.775,27.75,33.3,30.525,33.3,True,0.0,8,Winter
train/ID1510574031.jpg,2015-10-14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.51,5.1667,7.2336,14.4672,19.4992,41.2,26.7328,41.2,True,0.0,10,Spring
train/ID1512751450.jpg,2015-09-11,Tas,Ryegrass,0.77,3.8333,0.3786,9.6678,19.656,29.7024,20.0346,29.702399999999997,True,3.552713678800501e-15,9,Spring
train/ID1513184765.jpg,2015-06-26,Tas,Ryegrass_Clover,0.41,1.0,0.0,5.0118,6.1574,11.1692,6.1574,11.1692,True,0.0,6,Winter
train/ID1515990019.jpg,2015-09-03,Tas,Ryegrass_Clover,0.41,2.1667,0.0,1.3,11.9,13.2,11.9,13.200000000000001,True,1.7763568394002505e-15,9,Spring
train/ID1516374298.jpg,2015-07-08,WA,Clover,0.3,1.0,9.0,0.0,1.7,10.7,10.7,10.7,True,0.0,7,Winter
train/ID152157478.jpg,2015-09-29,Vic,Ryegrass_Clover,0.84,17.0,35.1643,7.9034,64.3724,107.44,99.5366,107.4401,False,0.00010000000000331966,9,Spring
train/ID1525817840.jpg,2015-08-18,Vic,Phalaris_Clover,0.72,3.8,7.7677,32.3656,20.0667,60.2,27.8344,60.2,True,0.0,8,Winter
train/ID1540480250.jpg,2015-02-24,NSW,Phalaris,0.58,20.0,0.0,3.6485,116.7515,120.4,116.7515,120.39999999999999,True,1.4210854715202004e-14,2,Summer
train/ID1545077474.jpg,2015-11-09,Tas,Ryegrass_Clover,0.4,3.5,0.0,19.2,8.8,28.0,8.8,28.0,True,0.0,11,Spring
train/ID1547945326.jpg,2015-09-03,Tas,Ryegrass_Clover,0.74,2.1667,6.2816,4.2493,10.7156,21.2465,16.9972,21.246499999999997,True,3.552713678800501e-15,9,Spring
train/ID1559189397.jpg,2015-05-07,NSW,Lucerne,0.56,23.0,0.0,1.0805,22.4195,23.5,22.4195,23.5,True,0.0,5,Autumn
train/ID1563418511.jpg,2015-02-24,NSW,Phalaris,0.7,34.0,0.0,4.5904,107.1096,111.7,107.1096,111.7,True,0.0,2,Summer
train/ID1570190541.jpg,2015-11-09,Tas,Clover,0.55,2.3333,16.6157,7.8376,0.1568,24.61,16.7724,24.6101,False,9.999999999976694e-05,11,Spring
train/ID1573329652.jpg,2015-01-15,NSW,Fescue_CrumbWeed,0.61,6.0,0.0,19.2015,22.2985,41.5,22.2985,41.5,True,0.0,1,Summer
train/ID1574125908.jpg,2015-02-24,NSW,Ryegrass,0.42,7.0,0.0,3.5379,43.1621,46.7,43.1621,46.7,True,0.0,2,Summer
train/ID157479394.jpg,2015-02-24,NSW,Phalaris,0.69,37.0,0.0,4.8579,129.3421,134.2,129.3421,134.2,True,0.0,2,Summer
train/ID1579942839.jpg,2015-09-04,Tas,Clover,0.66,2.5,14.886,2.6661,3.3327,20.8848,18.2186,20.8848,True,0.0,9,Spring
train/ID158170916.jpg,2015-11-10,Tas,Ryegrass_Clover,0.91,8.8333,5.3547,33.0205,69.6107,107.9859,74.9654,107.98589999999999,True,1.4210854715202004e-14,11,Spring
train/ID1590632667.jpg,2015-11-09,Tas,Ryegrass_Clover,0.7,3.8333,3.1807,24.2887,31.2284,58.6978,34.4091,58.6978,True,0.0,11,Spring
train/ID1618145129.jpg,2015-11-10,Tas,Ryegrass_Clover,0.84,4.1667,0.0,10.3826,37.1257,47.5083,37.1257,47.508300000000006,True,7.105427357601002e-15,11,Spring
train/ID1618597318.jpg,2015-09-03,Tas,Ryegrass_Clover,0.65,2.1667,1.1195,2.239,33.0259,36.3845,34.1454,36.3844,False,0.00010000000000331966,9,Spring
train/ID1620371305.jpg,2015-09-30,Vic,Phalaris_Clover,0.79,10.0,17.0913,6.4092,57.0895,80.59,74.1808,80.59,True,0.0,9,Spring
train/ID162394992.jpg,2015-02-24,NSW,Ryegrass,0.61,9.0,0.0,1.8459,47.2541,49.1,47.2541,49.1,True,0.0,2,Summer
train/ID1623964968.jpg,2015-11-09,Tas,Ryegrass_Clover,0.44,2.3333,10.0977,21.4983,19.5439,51.1398,29.6415,51.1399,False,9.999999999621423e-05,11,Spring
train/ID1624268863.jpg,2015-01-15,NSW,Fescue_CrumbWeed,0.56,4.0,0.0,10.168,22.932,33.1,22.932,33.099999999999994,True,7.105427357601002e-15,1,Summer
train/ID1634731537.jpg,2015-11-09,Tas,Clover,0.64,3.3333,19.9619,6.8619,0.0,26.8238,19.9619,26.8238,True,0.0,11,Spring
train/ID1638922597.jpg,2015-06-29,Tas,WhiteClover,0.65,3.0,10.5353,21.3479,0.2772,32.1605,10.8126,32.160399999999996,False,0.00010000000000331966,6,Winter
train/ID1645161155.jpg,2015-09-04,Tas,Ryegrass_Clover,0.7,4.5,0.0,40.6841,19.0515,59.7356,19.0516,59.735600000000005,True,7.105427357601002e-15,9,Spring
train/ID1655778545.jpg,2015-05-07,NSW,Fescue,0.62,5.0,0.0,17.0357,30.6643,47.7,30.6643,47.7,True,0.0,5,Autumn
train/ID1665142816.jpg,2015-07-01,Vic,Phalaris_Clover,0.73,4.0,3.7714,4.7143,24.5143,33.0,28.2857,33.0,True,0.0,7,Winter
train/ID1667778338.jpg,2015-08-14,Vic,Ryegrass_Clover,0.77,5.0,3.9,9.75,29.25,42.9,33.15,42.9,True,0.0,8,Winter
train/ID1671844336.jpg,2015-06-26,Tas,Ryegrass_Clover,0.68,3.0,0.8024,8.4248,12.0354,21.2625,12.8377,21.2626,False,9.999999999976694e-05,6,Winter
train/ID1675365449.jpg,2015-09-30,Vic,Phalaris_Clover,0.79,16.0,1.4833,12.2372,89.7395,103.46,91.2228,103.46000000000001,True,1.4210854715202004e-14,9,Spring
train/ID1680597197.jpg,2015-02-25,NSW,Fescue,0.69,12.0,0.0,8.6171,84.1829,92.8,84.1829,92.80000000000001,True,1.4210854715202004e-14,2,Summer
train/ID1692894460.jpg,2015-11-09,Tas,Clover,0.69,3.5,30.1768,14.7741,0.3143,45.2652,30.4912,45.26520000000001,True,7.105427357601002e-15,11,Spring
train/ID1693880739.jpg,2015-06-26,Vic,Phalaris_Ryegrass_Clover,0.85,4.0,0.0,4.7385,30.4615,35.2,30.4615,35.2,True,0.0,6,Winter
train/ID1703304524.jpg,2015-11-10,Tas,Ryegrass_Clover,0.86,7.0,2.5821,46.4778,47.7689,96.8288,50.351,96.8288,True,0.0,11,Spring
train/ID1717006117.jpg,2015-10-14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.57,6.1667,18.0129,18.9135,32.8735,69.8,50.8865,69.79990000000001,False,9.99999999891088e-05,10,Spring
train/ID1729002155.jpg,2015-10-06,NSW,Fescue,0.34,5.6667,0.0,20.7462,19.8538,40.6,19.8538,40.6,True,0.0,10,Spring
train/ID1746343319.jpg,2015-11-09,Tas,Ryegrass_Clover,0.35,2.5,0.6,18.0,6.9,25.5,7.5,25.5,True,0.0,11,Spring
train/ID1753847361.jpg,2015-09-30,Vic,Phalaris_Clover,0.83,17.0,34.9938,3.5437,51.2725,89.81,86.2663,89.81,True,0.0,9,Spring
train/ID1761544403.jpg,2015-08-21,WA,Clover,0.54,1.0,32.64,0.0,0.0,32.64,32.64,32.64,True,0.0,8,Winter
train/ID1781353117.jpg,2015-05-18,Tas,Ryegrass,0.69,4.0,1.7583,11.0291,15.185,27.9724,16.9433,27.9724,True,0.0,5,Autumn
train/ID1782509721.jpg,2015-10-06,NSW,Fescue,0.39,8.0,0.0,26.2626,30.1374,56.4,30.1374,56.4,True,0.0,10,Spring
train/ID1782608354.jpg,2015-09-01,WA,Ryegrass,0.81,17.0,0.07,0.0,72.1,72.17,72.17,72.16999999999999,True,1.4210854715202004e-14,9,Spring
train/ID1783499590.jpg,2015-06-26,Vic,Ryegrass,0.8,5.5,1.1385,18.2154,13.6615,33.0154,14.8,33.0154,True,0.0,6,Winter
train/ID1784585001.jpg,2015-11-09,Tas,Clover,0.8,4.5,35.0394,12.3111,3.788,51.1386,38.8275,51.13849999999999,False,0.00010000000000331966,11,Spring
train/ID1789265307.jpg,2015-11-09,Tas,Clover,0.87,7.1667,69.8783,19.3509,1.0751,90.3042,70.9533,90.3043,False,0.00010000000000331966,11,Spring
train/ID1789834546.jpg,2015-10-14,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.52,4.1667,6.5244,14.8756,21.4,42.8,27.9244,42.8,True,0.0,10,Spring
train/ID1789853061.jpg,2015-08-18,Vic,Phalaris_Clover,0.87,5.2,12.9283,7.5415,36.6302,57.1,49.5585,57.1,True,0.0,8,Winter
train/ID1831254380.jpg,2015-11-09,Tas,Clover,0.84,5.3333,71.7865,15.758,0.8754,88.42,72.662,88.4199,False,0.00010000000000331966,11,Spring
train/ID1839139621.jpg,2015-05-18,Tas,Ryegrass,0.8,8.0,0.0,10.3894,31.5263,41.9157,31.5264,41.9157,True,0.0,5,Autumn
train/ID1853508321.jpg,2015-09-03,Tas,Ryegrass_Clover,0.45,1.6667,0.0,1.1786,28.5232,29.7018,28.5232,29.7018,True,0.0,9,Spring
train/ID1857489997.jpg,2015-07-01,Vic,Phalaris_Clover,0.66,3.0,2.3478,2.3478,13.3043,18.0,15.6522,17.9999,False,9.999999999976694e-05,7,Winter
train/ID1859251563.jpg,2015-01-15,NSW,Lucerne,0.83,70.0,0.0,6.9,119.6,126.5,119.6,126.5,True,0.0,1,Summer
train/ID1859792585.jpg,2015-05-18,Tas,Ryegrass,0.62,4.0,0.7708,30.83,22.6087,54.2095,23.3794,54.2095,True,0.0,5,Autumn
train/ID1868719645.jpg,2015-07-02,Vic,Ryegrass_Clover,0.77,4.0,4.8348,2.4174,20.5478,27.8,25.3826,27.799999999999997,True,3.552713678800501e-15,7,Winter
train/ID187238869.jpg,2015-09-29,Vic,Ryegrass_Clover,0.75,4.0,11.8881,2.972,28.9098,43.77,40.798,43.7699,False,0.00010000000000331966,9,Spring
train/ID1874904894.jpg,2015-10-13,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,0.0,29.1542,4.1458,33.3,4.1458,33.3,True,0.0,10,Spring
train/ID1876271942.jpg,2015-02-24,NSW,Ryegrass,0.68,10.0,0.0,8.3614,47.9386,56.3,47.9386,56.3,True,0.0,2,Summer
train/ID1880764911.jpg,2015-05-18,Tas,Ryegrass,0.52,5.0,5.9821,21.9343,15.1546,43.0709,21.1367,43.071,False,9.999999999621423e-05,5,Autumn
